frame,elbow_deg,msho_x,msho_y,msho_z,melb_x,melb_y,melb_z,mwri_x,mwri_y,mwri_z
0,28.82,0.01983,1.39276,-0.14938,-0.09281,1.15137,-0.03528,-0.23199,1.06857,0.12717
1,28.72,0.01983,1.39276,-0.14938,-0.09259,1.15096,-0.03574,-0.23168,1.06727,0.12633
2,28.55,0.01983,1.39276,-0.14938,-0.09229,1.15039,-0.03636,-0.23126,1.06540,0.12512
3,28.31,0.01983,1.39276,-0.14938,-0.09191,1.14966,-0.03718,-0.23069,1.06289,0.12348
4,27.98,0.01983,1.39276,-0.14938,-0.09142,1.14874,-0.03821,-0.22996,1.05968,0.12137
5,27.56,0.01983,1.39276,-0.14938,-0.09082,1.14765,-0.03946,-0.22906,1.05576,0.11875
6,27.06,0.01983,1.39276,-0.14938,-0.09012,1.14637,-0.04094,-0.22796,1.05111,0.11557
7,26.46,0.01983,1.39276,-0.14938,-0.08930,1.14493,-0.04264,-0.22665,1.04580,0.11184
8,25.77,0.01983,1.39276,-0.14938,-0.08839,1.14335,-0.04455,-0.22514,1.03989,0.10756
9,25.01,0.01983,1.39276,-0.14938,-0.08738,1.14165,-0.04664,-0.22342,1.03349,0.10275
10,24.19,0.01983,1.39276,-0.14938,-0.08630,1.13986,-0.04888,-0.22150,1.02673,0.09747
11,23.32,0.01983,1.39276,-0.14938,-0.08515,1.13803,-0.05125,-0.21941,1.01975,0.09180
12,22.41,0.01983,1.39276,-0.14938,-0.08397,1.13619,-0.05368,-0.21718,1.01270,0.08583
13,21.48,0.01983,1.39276,-0.14938,-0.08277,1.13438,-0.05614,-0.21484,1.00573,0.07966
14,20.56,0.01983,1.39276,-0.14938,-0.08158,1.13263,-0.05857,-0.21244,0.99897,0.07341
15,19.65,0.01983,1.39276,-0.14938,-0.08042,1.13098,-0.06094,-0.21003,0.99254,0.06720
16,18.77,0.01983,1.39276,-0.14938,-0.07930,1.12944,-0.06320,-0.20766,0.98652,0.06115
17,17.94,0.01983,1.39276,-0.14938,-0.07825,1.12802,-0.06533,-0.20537,0.98099,0.05536
18,17.15,0.01983,1.39276,-0.14938,-0.07728,1.12675,-0.06729,-0.20319,0.97597,0.04992
19,16.42,0.01983,1.39276,-0.14938,-0.07640,1.12562,-0.06906,-0.20117,0.97148,0.04487
20,15.76,0.01983,1.39276,-0.14938,-0.07561,1.12463,-0.07065,-0.19932,0.96752,0.04028
21,15.16,0.01983,1.39276,-0.14938,-0.07492,1.12377,-0.07205,-0.19764,0.96406,0.03614
22,14.62,0.01983,1.39276,-0.14938,-0.07431,1.12303,-0.07327,-0.19615,0.96105,0.03247
23,14.13,0.01983,1.39276,-0.14938,-0.07378,1.12240,-0.07433,-0.19482,0.95846,0.02922
24,13.70,0.01983,1.39276,-0.14938,-0.07332,1.12186,-0.07524,-0.19366,0.95622,0.02636
25,13.32,0.01983,1.39276,-0.14938,-0.07293,1.12140,-0.07602,-0.19264,0.95429,0.02385
26,12.97,0.01983,1.39276,-0.14938,-0.07259,1.12101,-0.07670,-0.19173,0.95261,0.02163
27,12.67,0.01983,1.39276,-0.14938,-0.07229,1.12067,-0.07730,-0.19093,0.95113,0.01965
28,12.38,0.01983,1.39276,-0.14938,-0.07202,1.12036,-0.07783,-0.19019,0.94981,0.01786
29,12.12,0.01983,1.39276,-0.14938,-0.07178,1.12009,-0.07832,-0.18952,0.94861,0.01621
30,11.88,0.01983,1.39276,-0.14938,-0.07156,1.11983,-0.07876,-0.18890,0.94751,0.01468
31,11.65,0.01983,1.39276,-0.14938,-0.07135,1.11960,-0.07918,-0.18830,0.94647,0.01323
32,11.43,0.01983,1.39276,-0.14938,-0.07115,1.11937,-0.07958,-0.18774,0.94550,0.01185
33,11.22,0.01983,1.39276,-0.14938,-0.07095,1.11916,-0.07997,-0.18719,0.94458,0.01053
34,11.02,0.01983,1.39276,-0.14938,-0.07077,1.11896,-0.08033,-0.18668,0.94370,0.00927
35,10.83,0.01983,1.39276,-0.14938,-0.07060,1.11877,-0.08068,-0.18618,0.94288,0.00807
36,10.66,0.01983,1.39276,-0.14938,-0.07043,1.11859,-0.08100,-0.18571,0.94211,0.00694
37,10.49,0.01983,1.39276,-0.14938,-0.07028,1.11842,-0.08131,-0.18528,0.94140,0.00589
38,10.35,0.01983,1.39276,-0.14938,-0.07014,1.11827,-0.08159,-0.18487,0.94075,0.00492
39,10.21,0.01983,1.39276,-0.14938,-0.07001,1.11813,-0.08184,-0.18451,0.94017,0.00405
40,10.10,0.01983,1.39276,-0.14938,-0.06989,1.11800,-0.08208,-0.18418,0.93966,0.00327
41,10.00,0.01983,1.39276,-0.14938,-0.06979,1.11789,-0.08228,-0.18390,0.93921,0.00259
42,9.92,0.01983,1.39276,-0.14938,-0.06969,1.11779,-0.08247,-0.18365,0.93883,0.00201
43,9.85,0.01983,1.39276,-0.14938,-0.06961,1.11770,-0.08264,-0.18343,0.93850,0.00151
44,9.81,0.01983,1.39276,-0.14938,-0.06953,1.11762,-0.08279,-0.18325,0.93822,0.00108
45,9.77,0.01983,1.39276,-0.14938,-0.06946,1.11754,-0.08293,-0.18309,0.93799,0.00071
46,9.74,0.01983,1.39276,-0.14938,-0.06939,1.11747,-0.08306,-0.18294,0.93778,0.00039
47,9.72,0.01983,1.39276,-0.14938,-0.06933,1.11740,-0.08320,-0.18280,0.93758,0.00008
48,9.70,0.01983,1.39276,-0.14938,-0.06926,1.11732,-0.08334,-0.18265,0.93739,-0.00022
49,9.69,0.01983,1.39276,-0.14938,-0.06918,1.11724,-0.08348,-0.18250,0.93718,-0.00054
50,9.66,0.01983,1.39276,-0.14938,-0.06910,1.11716,-0.08364,-0.18234,0.93695,-0.00090
51,9.63,0.01983,1.39276,-0.14938,-0.06901,1.11706,-0.08382,-0.18215,0.93669,-0.00131
52,9.60,0.01983,1.39276,-0.14938,-0.06891,1.11696,-0.08402,-0.18193,0.93638,-0.00179
53,9.54,0.01983,1.39276,-0.14938,-0.06880,1.11684,-0.08424,-0.18168,0.93603,-0.00235
54,9.48,0.01983,1.39276,-0.14938,-0.06867,1.11671,-0.08449,-0.18139,0.93562,-0.00300
55,9.40,0.01983,1.39276,-0.14938,-0.06854,1.11657,-0.08476,-0.18106,0.93516,-0.00373
56,9.31,0.01983,1.39276,-0.14938,-0.06838,1.11641,-0.08506,-0.18069,0.93464,-0.00457
57,9.20,0.01983,1.39276,-0.14938,-0.06822,1.11624,-0.08539,-0.18029,0.93406,-0.00550
58,9.09,0.01983,1.39276,-0.14938,-0.06804,1.11605,-0.08575,-0.17984,0.93342,-0.00652
59,8.96,0.01983,1.39276,-0.14938,-0.06784,1.11585,-0.08615,-0.17935,0.93274,-0.00763
60,8.83,0.01983,1.39276,-0.14938,-0.06762,1.11563,-0.08657,-0.17882,0.93202,-0.00882
61,8.70,0.01983,1.39276,-0.14938,-0.06738,1.11539,-0.08704,-0.17826,0.93126,-0.01008
62,8.57,0.01983,1.39276,-0.14938,-0.06713,1.11513,-0.08754,-0.17767,0.93047,-0.01139
63,8.45,0.01983,1.39276,-0.14938,-0.06685,1.11486,-0.08808,-0.17704,0.92966,-0.01276
64,8.35,0.01983,1.39276,-0.14938,-0.06656,1.11456,-0.08867,-0.17640,0.92884,-0.01415
65,8.26,0.01983,1.39276,-0.14938,-0.06624,1.11425,-0.08930,-0.17574,0.92801,-0.01556
66,8.20,0.01983,1.39276,-0.14938,-0.06590,1.11392,-0.08997,-0.17506,0.92720,-0.01697
67,8.17,0.01983,1.39276,-0.14938,-0.06554,1.11357,-0.09068,-0.17438,0.92640,-0.01837
68,8.16,0.01983,1.39276,-0.14938,-0.06516,1.11321,-0.09143,-0.17369,0.92562,-0.01973
69,8.19,0.01983,1.39276,-0.14938,-0.06476,1.11283,-0.09221,-0.17302,0.92489,-0.02104
70,8.26,0.01983,1.39276,-0.14938,-0.06435,1.11245,-0.09302,-0.17236,0.92419,-0.02228
71,8.36,0.01983,1.39276,-0.14938,-0.06393,1.11206,-0.09384,-0.17173,0.92356,-0.02343
72,8.50,0.01983,1.39276,-0.14938,-0.06350,1.11167,-0.09468,-0.17114,0.92298,-0.02448
73,8.68,0.01983,1.39276,-0.14938,-0.06308,1.11129,-0.09551,-0.17058,0.92248,-0.02540
74,8.89,0.01983,1.39276,-0.14938,-0.06266,1.11092,-0.09632,-0.17009,0.92206,-0.02618
75,9.12,0.01983,1.39276,-0.14938,-0.06226,1.11056,-0.09709,-0.16965,0.92173,-0.02681
76,9.38,0.01983,1.39276,-0.14938,-0.06189,1.11024,-0.09783,-0.16929,0.92149,-0.02727
77,9.67,0.01983,1.39276,-0.14938,-0.06155,1.10994,-0.09849,-0.16901,0.92136,-0.02754
78,9.97,0.01983,1.39276,-0.14938,-0.06124,1.10968,-0.09909,-0.16881,0.92134,-0.02762
79,10.28,0.01983,1.39276,-0.14938,-0.06098,1.10946,-0.09959,-0.16871,0.92143,-0.02750
80,10.60,0.01983,1.39276,-0.14938,-0.06077,1.10928,-0.10000,-0.16871,0.92163,-0.02718
81,10.93,0.01983,1.39276,-0.14938,-0.06062,1.10915,-0.10031,-0.16880,0.92194,-0.02668
82,11.25,0.01983,1.39276,-0.14938,-0.06051,1.10906,-0.10051,-0.16898,0.92235,-0.02599
83,11.56,0.01983,1.39276,-0.14938,-0.06047,1.10902,-0.10060,-0.16925,0.92285,-0.02513
84,11.86,0.01983,1.39276,-0.14938,-0.06047,1.10903,-0.10060,-0.16959,0.92344,-0.02414
85,12.15,0.01983,1.39276,-0.14938,-0.06052,1.10907,-0.10050,-0.17000,0.92409,-0.02303
86,12.42,0.01983,1.39276,-0.14938,-0.06061,1.10915,-0.10031,-0.17046,0.92480,-0.02184
87,12.66,0.01983,1.39276,-0.14938,-0.06074,1.10925,-0.10007,-0.17095,0.92553,-0.02061
88,12.89,0.01983,1.39276,-0.14938,-0.06090,1.10938,-0.09977,-0.17146,0.92627,-0.01937
89,13.08,0.01983,1.39276,-0.14938,-0.06107,1.10953,-0.09943,-0.17197,0.92699,-0.01815
90,13.24,0.01983,1.39276,-0.14938,-0.06124,1.10968,-0.09909,-0.17245,0.92768,-0.01701
91,13.38,0.01983,1.39276,-0.14938,-0.06142,1.10983,-0.09874,-0.17291,0.92831,-0.01596
92,13.49,0.01983,1.39276,-0.14938,-0.06159,1.10998,-0.09841,-0.17332,0.92887,-0.01503
93,13.58,0.01983,1.39276,-0.14938,-0.06174,1.11011,-0.09812,-0.17367,0.92936,-0.01423
94,13.65,0.01983,1.39276,-0.14938,-0.06187,1.11022,-0.09787,-0.17397,0.92976,-0.01356
95,13.72,0.01983,1.39276,-0.14938,-0.06196,1.11030,-0.09768,-0.17421,0.93009,-0.01301
96,13.78,0.01983,1.39276,-0.14938,-0.06203,1.11036,-0.09755,-0.17439,0.93037,-0.01257
97,13.87,0.01983,1.39276,-0.14938,-0.06207,1.11039,-0.09748,-0.17454,0.93061,-0.01219
98,13.98,0.01983,1.39276,-0.14938,-0.06207,1.11039,-0.09748,-0.17466,0.93086,-0.01182
99,14.15,0.01983,1.39276,-0.14938,-0.06204,1.11037,-0.09753,-0.17479,0.93115,-0.01139
100,14.38,0.01983,1.39276,-0.14938,-0.06199,1.11032,-0.09764,-0.17494,0.93154,-0.01084
101,14.72,0.01983,1.39276,-0.14938,-0.06191,1.11025,-0.09779,-0.17515,0.93208,-0.01006
102,15.17,0.01983,1.39276,-0.14938,-0.06181,1.11017,-0.09797,-0.17546,0.93285,-0.00898
103,15.76,0.01983,1.39276,-0.14938,-0.06171,1.11008,-0.09818,-0.17588,0.93392,-0.00749
104,16.52,0.01983,1.39276,-0.14938,-0.06160,1.10999,-0.09839,-0.17646,0.93538,-0.00550
105,17.48,0.01983,1.39276,-0.14938,-0.06149,1.10989,-0.09860,-0.17722,0.93730,-0.00294
106,18.65,0.01983,1.39276,-0.14938,-0.06139,1.10981,-0.09880,-0.17819,0.93979,0.00028
107,20.05,0.01983,1.39276,-0.14938,-0.06131,1.10973,-0.09896,-0.17936,0.94294,0.00419
108,21.71,0.01983,1.39276,-0.14938,-0.06124,1.10968,-0.09909,-0.18073,0.94685,0.00883
109,23.62,0.01983,1.39276,-0.14938,-0.06120,1.10964,-0.09918,-0.18230,0.95163,0.01418
110,25.80,0.01983,1.39276,-0.14938,-0.06118,1.10963,-0.09921,-0.18403,0.95737,0.02022
111,28.25,0.01983,1.39276,-0.14938,-0.06119,1.10964,-0.09918,-0.18588,0.96416,0.02687
112,30.96,0.01983,1.39276,-0.14938,-0.06124,1.10968,-0.09909,-0.18779,0.97207,0.03401
113,33.91,0.01983,1.39276,-0.14938,-0.06132,1.10974,-0.09894,-0.18969,0.98115,0.04151
114,37.10,0.01983,1.39276,-0.14938,-0.06143,1.10984,-0.09872,-0.19150,0.99143,0.04920
115,40.48,0.01983,1.39276,-0.14938,-0.06158,1.10997,-0.09844,-0.19315,1.00288,0.05689
116,44.04,0.01983,1.39276,-0.14938,-0.06176,1.11012,-0.09808,-0.19455,1.01545,0.06438
117,47.75,0.01983,1.39276,-0.14938,-0.06197,1.11031,-0.09767,-0.19563,1.02904,0.07147
118,51.56,0.01983,1.39276,-0.14938,-0.06222,1.11052,-0.09719,-0.19634,1.04352,0.07800
119,55.45,0.01983,1.39276,-0.14938,-0.06250,1.11077,-0.09664,-0.19662,1.05873,0.08379
120,59.38,0.01983,1.39276,-0.14938,-0.06280,1.11104,-0.09604,-0.19646,1.07448,0.08873
121,63.31,0.01983,1.39276,-0.14938,-0.06314,1.11135,-0.09538,-0.19583,1.09058,0.09272
122,67.23,0.01983,1.39276,-0.14938,-0.06351,1.11168,-0.09466,-0.19476,1.10683,0.09573
123,71.09,0.01983,1.39276,-0.14938,-0.06390,1.11204,-0.09389,-0.19325,1.12305,0.09773
124,74.89,0.01983,1.39276,-0.14938,-0.06432,1.11242,-0.09307,-0.19134,1.13907,0.09874
125,78.60,0.01983,1.39276,-0.14938,-0.06476,1.11283,-0.09220,-0.18907,1.15472,0.09881
126,82.20,0.01983,1.39276,-0.14938,-0.06522,1.11327,-0.09130,-0.18648,1.16990,0.09800
127,85.70,0.01983,1.39276,-0.14938,-0.06569,1.11372,-0.09038,-0.18363,1.18448,0.09638
128,89.07,0.01983,1.39276,-0.14938,-0.06617,1.11418,-0.08943,-0.18056,1.19838,0.09404
129,92.31,0.01983,1.39276,-0.14938,-0.06665,1.11466,-0.08848,-0.17732,1.21154,0.09107
130,95.42,0.01983,1.39276,-0.14938,-0.06713,1.11513,-0.08754,-0.17396,1.22390,0.08757
131,98.40,0.01983,1.39276,-0.14938,-0.06760,1.11561,-0.08661,-0.17052,1.23543,0.08362
132,101.23,0.01983,1.39276,-0.14938,-0.06805,1.11607,-0.08572,-0.16705,1.24611,0.07932
133,103.92,0.01983,1.39276,-0.14938,-0.06848,1.11651,-0.08488,-0.16358,1.25593,0.07476
134,106.46,0.01983,1.39276,-0.14938,-0.06887,1.11692,-0.08410,-0.16016,1.26487,0.07004
135,108.84,0.01983,1.39276,-0.14938,-0.06923,1.11729,-0.08339,-0.15683,1.27293,0.06525
136,111.07,0.01983,1.39276,-0.14938,-0.06954,1.11763,-0.08277,-0.15363,1.28014,0.06047
137,113.12,0.01983,1.39276,-0.14938,-0.06981,1.11791,-0.08224,-0.15060,1.28649,0.05580
138,114.98,0.01983,1.39276,-0.14938,-0.07003,1.11815,-0.08181,-0.14778,1.29202,0.05134
139,116.66,0.01983,1.39276,-0.14938,-0.07019,1.11833,-0.08147,-0.14519,1.29675,0.04716
140,118.14,0.01983,1.39276,-0.14938,-0.07031,1.11846,-0.08124,-0.14289,1.30071,0.04336
141,119.41,0.01983,1.39276,-0.14938,-0.07038,1.11853,-0.08110,-0.14089,1.30393,0.04000
142,120.46,0.01983,1.39276,-0.14938,-0.07041,1.11856,-0.08105,-0.13922,1.30645,0.03715
143,121.28,0.01983,1.39276,-0.14938,-0.07039,1.11855,-0.08108,-0.13790,1.30829,0.03487
144,121.87,0.01983,1.39276,-0.14938,-0.07034,1.11849,-0.08118,-0.13695,1.30950,0.03320
145,122.22,0.01983,1.39276,-0.14938,-0.07026,1.11840,-0.08135,-0.13637,1.31009,0.03217
146,122.34,0.01983,1.39276,-0.14938,-0.07015,1.11828,-0.08157,-0.13618,1.31008,0.03180
147,122.22,0.01983,1.39276,-0.14938,-0.07001,1.11813,-0.08184,-0.13637,1.30949,0.03208
148,121.86,0.01983,1.39276,-0.14938,-0.06985,1.11796,-0.08215,-0.13694,1.30833,0.03301
149,121.27,0.01983,1.39276,-0.14938,-0.06968,1.11778,-0.08249,-0.13787,1.30660,0.03456
150,120.47,0.01983,1.39276,-0.14938,-0.06950,1.11758,-0.08286,-0.13914,1.30429,0.03669
151,119.45,0.01983,1.39276,-0.14938,-0.06930,1.11737,-0.08325,-0.14074,1.30141,0.03935
152,118.23,0.01983,1.39276,-0.14938,-0.06909,1.11715,-0.08366,-0.14264,1.29794,0.04247
153,116.82,0.01983,1.39276,-0.14938,-0.06887,1.11692,-0.08409,-0.14481,1.29388,0.04601
154,115.24,0.01983,1.39276,-0.14938,-0.06865,1.11669,-0.08453,-0.14722,1.28923,0.04987
155,113.49,0.01983,1.39276,-0.14938,-0.06842,1.11645,-0.08498,-0.14983,1.28397,0.05399
156,111.59,0.01983,1.39276,-0.14938,-0.06819,1.11621,-0.08544,-0.15262,1.27810,0.05830
157,109.56,0.01983,1.39276,-0.14938,-0.06796,1.11597,-0.08590,-0.15555,1.27164,0.06272
158,107.39,0.01983,1.39276,-0.14938,-0.06772,1.11573,-0.08637,-0.15860,1.26457,0.06718
159,105.10,0.01983,1.39276,-0.14938,-0.06749,1.11550,-0.08682,-0.16171,1.25692,0.07160
160,102.70,0.01983,1.39276,-0.14938,-0.06727,1.11527,-0.08726,-0.16488,1.24869,0.07593
161,100.20,0.01983,1.39276,-0.14938,-0.06705,1.11506,-0.08769,-0.16807,1.23989,0.08011
162,97.59,0.01983,1.39276,-0.14938,-0.06685,1.11485,-0.08810,-0.17125,1.23053,0.08407
163,94.88,0.01983,1.39276,-0.14938,-0.06665,1.11466,-0.08849,-0.17441,1.22060,0.08776
164,92.07,0.01983,1.39276,-0.14938,-0.06647,1.11448,-0.08885,-0.17751,1.21012,0.09113
165,89.15,0.01983,1.39276,-0.14938,-0.06630,1.11431,-0.08918,-0.18054,1.19907,0.09413
166,86.13,0.01983,1.39276,-0.14938,-0.06614,1.11415,-0.08949,-0.18347,1.18745,0.09669
167,83.00,0.01983,1.39276,-0.14938,-0.06599,1.11401,-0.08978,-0.18627,1.17526,0.09874
168,79.76,0.01983,1.39276,-0.14938,-0.06585,1.11388,-0.09006,-0.18891,1.16249,0.10022
169,76.40,0.01983,1.39276,-0.14938,-0.06572,1.11375,-0.09032,-0.19135,1.14915,0.10105
170,72.92,0.01983,1.39276,-0.14938,-0.06559,1.11362,-0.09058,-0.19354,1.13529,0.10114
171,69.34,0.01983,1.39276,-0.14938,-0.06545,1.11349,-0.09085,-0.19545,1.12093,0.10041
172,65.65,0.01983,1.39276,-0.14938,-0.06530,1.11335,-0.09114,-0.19702,1.10617,0.09877
173,61.89,0.01983,1.39276,-0.14938,-0.06514,1.11320,-0.09145,-0.19820,1.09111,0.09616
174,58.06,0.01983,1.39276,-0.14938,-0.06497,1.11303,-0.09180,-0.19895,1.07589,0.09254
175,54.18,0.01983,1.39276,-0.14938,-0.06477,1.11284,-0.09218,-0.19923,1.06067,0.08788
176,50.30,0.01983,1.39276,-0.14938,-0.06455,1.11263,-0.09262,-0.19902,1.04564,0.08221
177,46.44,0.01983,1.39276,-0.14938,-0.06430,1.11240,-0.09311,-0.19831,1.03099,0.07559
178,42.65,0.01983,1.39276,-0.14938,-0.06402,1.11215,-0.09365,-0.19713,1.01690,0.06812
179,38.94,0.01983,1.39276,-0.14938,-0.06372,1.11187,-0.09424,-0.19549,1.00354,0.05992
180,35.37,0.01983,1.39276,-0.14938,-0.06339,1.11157,-0.09490,-0.19346,0.99106,0.05118
181,31.97,0.01983,1.39276,-0.14938,-0.06303,1.11124,-0.09560,-0.19109,0.97955,0.04207
182,28.75,0.01983,1.39276,-0.14938,-0.06265,1.11090,-0.09635,-0.18847,0.96910,0.03279
183,25.75,0.01983,1.39276,-0.14938,-0.06224,1.11055,-0.09714,-0.18567,0.95973,0.02352
184,23.00,0.01983,1.39276,-0.14938,-0.06182,1.11018,-0.09796,-0.18279,0.95143,0.01446
185,20.49,0.01983,1.39276,-0.14938,-0.06139,1.10981,-0.09880,-0.17989,0.94418,0.00576
186,18.24,0.01983,1.39276,-0.14938,-0.06095,1.10943,-0.09965,-0.17706,0.93790,-0.00245
187,16.25,0.01983,1.39276,-0.14938,-0.06052,1.10907,-0.10050,-0.17435,0.93254,-0.01004
188,14.52,0.01983,1.39276,-0.14938,-0.06009,1.10871,-0.10133,-0.17182,0.92800,-0.01694
189,13.04,0.01983,1.39276,-0.14938,-0.05968,1.10837,-0.10213,-0.16951,0.92422,-0.02309
190,11.80,0.01983,1.39276,-0.14938,-0.05929,1.10806,-0.10289,-0.16745,0.92109,-0.02846
191,10.78,0.01983,1.39276,-0.14938,-0.05893,1.10777,-0.10359,-0.16566,0.91856,-0.03304
192,9.97,0.01983,1.39276,-0.14938,-0.05861,1.10751,-0.10422,-0.16415,0.91653,-0.03684
193,9.35,0.01983,1.39276,-0.14938,-0.05832,1.10729,-0.10477,-0.16291,0.91496,-0.03991
194,8.89,0.01983,1.39276,-0.14938,-0.05808,1.10710,-0.10524,-0.16193,0.91376,-0.04229
195,8.58,0.01983,1.39276,-0.14938,-0.05788,1.10694,-0.10563,-0.16119,0.91290,-0.04405
196,8.38,0.01983,1.39276,-0.14938,-0.05772,1.10682,-0.10594,-0.16067,0.91231,-0.04526
197,8.29,0.01983,1.39276,-0.14938,-0.05759,1.10672,-0.10618,-0.16034,0.91195,-0.04601
198,8.28,0.01983,1.39276,-0.14938,-0.05750,1.10665,-0.10636,-0.16016,0.91178,-0.04638
199,8.33,0.01983,1.39276,-0.14938,-0.05743,1.10660,-0.10649,-0.16009,0.91174,-0.04646
200,8.43,0.01983,1.39276,-0.14938,-0.05738,1.10656,-0.10660,-0.16011,0.91181,-0.04632
201,8.56,0.01983,1.39276,-0.14938,-0.05732,1.10652,-0.10670,-0.16018,0.91194,-0.04605
202,8.73,0.01983,1.39276,-0.14938,-0.05727,1.10647,-0.10682,-0.16028,0.91212,-0.04568
203,8.93,0.01983,1.39276,-0.14938,-0.05719,1.10642,-0.10696,-0.16039,0.91232,-0.04528
204,9.15,0.01983,1.39276,-0.14938,-0.05710,1.10634,-0.10714,-0.16050,0.91254,-0.04485
205,9.42,0.01983,1.39276,-0.14938,-0.05697,1.10625,-0.10738,-0.16059,0.91277,-0.04439
206,9.73,0.01983,1.39276,-0.14938,-0.05682,1.10613,-0.10768,-0.16069,0.91304,-0.04388
207,10.11,0.01983,1.39276,-0.14938,-0.05663,1.10599,-0.10805,-0.16081,0.91336,-0.04327
208,10.58,0.01983,1.39276,-0.14938,-0.05641,1.10583,-0.10847,-0.16097,0.91379,-0.04249
209,11.15,0.01983,1.39276,-0.14938,-0.05617,1.10565,-0.10894,-0.16121,0.91437,-0.04144
210,11.85,0.01983,1.39276,-0.14938,-0.05591,1.10546,-0.10944,-0.16157,0.91517,-0.04001
211,12.71,0.01983,1.39276,-0.14938,-0.05564,1.10527,-0.10996,-0.16210,0.91627,-0.03809
212,13.76,0.01983,1.39276,-0.14938,-0.05538,1.10508,-0.11047,-0.16283,0.91776,-0.03556
213,15.03,0.01983,1.39276,-0.14938,-0.05513,1.10490,-0.11094,-0.16381,0.91976,-0.03229
214,16.54,0.01983,1.39276,-0.14938,-0.05492,1.10474,-0.11136,-0.16508,0.92238,-0.02819
215,18.31,0.01983,1.39276,-0.14938,-0.05474,1.10462,-0.11170,-0.16665,0.92575,-0.02317
216,20.37,0.01983,1.39276,-0.14938,-0.05462,1.10453,-0.11194,-0.16853,0.93002,-0.01720
217,22.72,0.01983,1.39276,-0.14938,-0.05456,1.10449,-0.11205,-0.17069,0.93533,-0.01026
218,25.37,0.01983,1.39276,-0.14938,-0.05457,1.10450,-0.11202,-0.17312,0.94183,-0.00242
219,28.32,0.01983,1.39276,-0.14938,-0.05466,1.10457,-0.11185,-0.17573,0.94964,0.00624
220,31.55,0.01983,1.39276,-0.14938,-0.05483,1.10469,-0.11152,-0.17845,0.95888,0.01554
221,35.05,0.01983,1.39276,-0.14938,-0.05508,1.10486,-0.11104,-0.18117,0.96961,0.02526
222,38.78,0.01983,1.39276,-0.14938,-0.05541,1.10510,-0.11040,-0.18378,0.98184,0.03517
223,42.71,0.01983,1.39276,-0.14938,-0.05582,1.10539,-0.10962,-0.18616,0.99552,0.04496
224,46.81,0.01983,1.39276,-0.14938,-0.05628,1.10573,-0.10872,-0.18819,1.01053,0.05435
225,51.01,0.01983,1.39276,-0.14938,-0.05681,1.10613,-0.10770,-0.18978,1.02668,0.06306
226,55.27,0.01983,1.39276,-0.14938,-0.05738,1.10656,-0.10660,-0.19084,1.04372,0.07085
227,59.55,0.01983,1.39276,-0.14938,-0.05798,1.10702,-0.10543,-0.19133,1.06136,0.07753
228,63.80,0.01983,1.39276,-0.14938,-0.05860,1.10751,-0.10423,-0.19124,1.07927,0.08296
229,67.97,0.01983,1.39276,-0.14938,-0.05923,1.10801,-0.10302,-0.19057,1.09715,0.08709
230,72.03,0.01983,1.39276,-0.14938,-0.05984,1.10851,-0.10182,-0.18937,1.11470,0.08993
